Instructions,FullBranches,PartialBranches,NumBranches,UserTime,NumStates,MallocUsage,NumQueries,NumQueryConstructs,WallTime,CoveredInstructions,UncoveredInstructions,QueryTime,SolverTime,CexCacheTime
6434047,158,417,1405,191138527.0,2656,95869736,10564,1387527,209281626.0,7832,12216,190905674,79622380,78742846
6474033,158,417,1405,191962550.0,2688,96368344,10603,1393065,210335826.0,7832,12216,191885006,79625898,78742985
6497120,158,417,1405,192875160.0,2687,93459000,10636,1398321,211408746.0,7832,12216,192868080,79799284,78915637
6516349,158,417,1405,193734626.0,2703,97129608,10670,1416039,212422815.0,7832,12216,193781272,79984027,79093416
6544781,158,417,1405,194556215.0,2715,96738312,10713,1422849,213423669.0,7832,12216,194688941,80094993,79196009
6572790,158,417,1405,195431246.0,2718,97224896,10761,1428041,214427475.0,7832,12216,195615200,80407549,79504264
6598887,158,417,1405,196311531.0,2734,97840048,10797,1442129,215428706.0,7832,12216,196516982,80410876,79504881
6631133,158,417,1405,197267471.0,2736,97894304,10836,1459103,216433083.0,7832,12216,197463528,80413681,79506092
6667865,158,417,1405,198177387.0,2751,98158456,10879,1469023,217435392.0,7832,12216,198350530,80421803,79507013
6727109,158,417,1405,199040880.0,2802,98736680,10925,1474901,218439521.0,7832,12216,199217825,80471117,79552716
6766012,158,417,1405,200081056.0,2834,99460288,10978,1485288,219587222.0,7832,12216,200262095,80485705,79553073
6784769,158,417,1405,202517491.0,2834,99570040,11094,1501483,222398926.0,7832,12216,202942743,82440631,81498207
6814601,158,417,1405,203408357.0,2837,99514824,11134,1509891,223398947.0,7832,12216,203839890,82452765,81500560
6850375,158,417,1405,204274506.0,2858,99809712,11162,1513047,224398921.0,7832,12216,204771730,82454457,81500679
6861317,158,417,1405,205118109.0,2859,99998200,11183,1520768,225403167.0,7832,12216,205733655,82459038,81502417
6891247,158,417,1405,205995398.0,2865,100085264,11225,1528526,226406476.0,7832,12216,206650729,82520110,81562681
6940529,158,417,1405,206871219.0,2869,100249200,11277,1539195,227408359.0,7832,12216,207557223,82521166,81562788
6952006,159,416,1405,207923957.0,2886,100347256,11338,1542815,228601064.0,7844,12204,208664509,83441889,82476395
6971434,159,416,1405,208716378.0,2934,100975968,11391,1546543,229659728.0,7844,12204,209593884,84322715,83350139
7002707,159,416,1405,209417720.0,2937,101160816,11423,1558568,230709000.0,7844,12204,210553288,84325468,83350464
7029709,159,416,1405,210245627.0,2940,101270616,11454,1568712,231725989.0,7844,12204,211499160,84326092,83350518
7067745,159,416,1405,211087907.0,2943,101386984,11501,1575156,232737900.0,7844,12204,212423985,84326473,83350525
7089351,165,410,1405,211940471.0,2945,101570552,11539,1587666,233739530.0,7844,12204,213357233,84416712,83428031
7127375,165,410,1405,212812093.0,2965,101840856,11589,1596729,234750542.0,7844,12204,214288371,84436693,83443688
7168402,165,410,1405,213682966.0,2973,102013256,11638,1602591,235750926.0,7844,12204,215194466,84457226,83462959
7238397,165,410,1405,214595892.0,2994,102248056,11692,1608564,236762176.0,7844,12204,216116165,84519245,83521795
7307847,165,410,1405,215516536.0,3020,102642536,11742,1614420,237763698.0,7844,12204,217000933,84559700,83557915
7344617,165,410,1405,216413777.0,3074,103643880,11783,1626219,238768608.0,7844,12204,217874095,84586143,83561725
7373594,165,410,1405,217229984.0,3086,103930480,11818,1633948,239909101.0,7844,12204,218894927,84720252,83694014
7402848,165,410,1405,218006499.0,3085,103881376,11858,1642637,240926290.0,7844,12204,219847966,84722597,83694870
7422945,165,410,1405,218947416.0,3085,104052712,11895,1659571,241936937.0,7844,12204,220802291,84727454,83697915
7461991,165,410,1405,219819779.0,3105,104291512,11939,1673230,242939649.0,7844,12204,221747086,84730566,83698659
7510683,165,410,1405,220722886.0,3130,104804064,11990,1679501,243943143.0,7844,12204,222659492,84780086,83739661
7558096,165,410,1405,221587249.0,3177,105523480,12029,1687123,244953012.0,7844,12204,223567387,84789680,83740501
7602248,165,410,1405,222464111.0,3206,105805248,12068,1692759,245964103.0,7844,12204,224452769,84792645,83741249
7651238,165,410,1405,223387797.0,3233,106256008,12114,1698635,246971541.0,7844,12204,225374580,84795826,83741420
7682348,165,410,1405,224336450.0,3248,106456680,12162,1706930,247992466.0,7844,12204,226317608,84869545,83811020
7719955,165,410,1405,225330658.0,3263,106850408,12213,1716600,249043010.0,7844,12204,227280128,84873309,83811744
7745938,165,410,1405,226208084.0,3281,107194480,12250,1728156,250048842.0,7844,12204,228198142,84875524,83812364
7796435,165,410,1405,227167229.0,3317,107781400,12294,1738535,251065402.0,7844,12204,229112669,85098396,84025014
7861760,165,410,1405,228128038.0,3372,108584120,12346,1752204,252070227.0,7847,12201,229998137,85109054,84025468
7923996,165,410,1405,229101952.0,3382,108707864,12412,1759569,253072439.0,7847,12201,230921646,85127295,84042398
7987195,165,410,1405,230045381.0,3397,108991888,12482,1767481,254079834.0,7847,12201,231838435,85183091,84096961
8039440,165,410,1405,231053376.0,3400,109158472,12549,1778866,255162156.0,7847,12201,232842301,85184663,84097376
8059362,165,410,1405,233155101.0,3403,109374264,12663,1791658,257336695.0,7847,12201,234888034,86597057,85494668
8059567,165,410,1405,234254269.0,3404,109434592,12751,1793738,258498378.0,7847,12201,235986619,87757124,86649671
8079428,165,410,1405,235951830.0,3405,106020024,12876,1797348,260290888.0,7847,12201,237669551,89259198,88136461
8106722,165,410,1405,236931891.0,3413,109761528,12921,1813093,261299753.0,7847,12201,238600399,89349184,88223093
8143447,165,410,1405,238213563.0,3414,109933152,12990,1827869,262582787.0,7847,12201,239763030,89914929,88782932
8186787,165,410,1405,239214562.0,3436,106654376,13046,1838345,263594809.0,7847,12201,240698668,90158769,89023922
8188167,165,410,1405,240813425.0,3438,109852984,13150,1840680,265240271.0,7847,12201,242249337,91801061,90656074
8188372,165,410,1405,242310084.0,3439,109895800,13251,1842987,266813323.0,7847,12201,243728889,93371988,92216360
8188577,165,410,1405,243737768.0,3440,109987736,13352,1845294,268383452.0,7847,12201,245208849,94939992,93775691
8188782,165,410,1405,245690096.0,3441,110030280,13453,1847601,270441355.0,7847,12201,247159268,96994774,95819931
8188987,165,410,1405,247497265.0,3442,110097448,13554,1849908,272457524.0,7847,12201,249027637,98967643,97780981
8229006,165,410,1405,248402207.0,3452,110237936,13598,1855241,273470617.0,7847,12201,249965943,98969172,97781370
8257286,165,410,1405,249375608.0,3456,110794696,13638,1867955,274486906.0,7847,12201,250932161,98970502,97781992
8295682,165,410,1405,250330872.0,3462,110930576,13687,1873644,275486958.0,7847,12201,251864649,99054929,97865637
8308702,165,410,1405,252463506.0,3462,108189464,13801,1877178,277905666.0,7847,12201,254084655,100985882,99787571
8346693,165,410,1405,253322041.0,3505,111158416,13843,1884902,278907866.0,7847,12201,254999167,101178629,99973964
8404191,165,410,1405,254224313.0,3553,112000248,13884,1893703,279936049.0,7847,12201,255921549,101185765,99974516
8440573,165,410,1405,255159249.0,3557,112030784,13930,1902487,280936266.0,7847,12201,256856321,101188149,99975856
8475485,165,410,1405,256033647.0,3569,112697608,13968,1909542,281947244.0,7847,12201,257772134,101313104,100099631
8513695,165,410,1405,256975459.0,3627,113448672,14009,1923857,282967805.0,7847,12201,258718534,101502228,100278332
8542518,165,410,1405,257966146.0,3642,113802248,14053,1937626,283986311.0,7847,12201,259660526,101507906,100279151
8583296,165,410,1405,258966672.0,3668,114232608,14098,1944027,284991415.0,7847,12201,260571599,101568020,100332318
8643082,165,410,1405,260449034.0,3687,114843384,14178,1960381,286584166.0,7847,12201,261984045,102204841,100960595
8688840,165,410,1405,261449035.0,3692,114533320,14233,1970051,287596520.0,7847,12201,262906772,102367528,101113387
8738133,165,410,1405,262445902.0,3720,115026832,14287,1979451,288608926.0,7847,12201,263829691,102383143,101115692
8768041,165,410,1405,263454754.0,3720,115035688,14334,1984873,289621949.0,7847,12201,264774766,102486505,101216786
8809838,165,410,1405,264442738.0,3724,115655416,14372,1990884,290622131.0,7847,12201,265714287,102489429,101216992
8829426,165,410,1405,265461643.0,3736,115827416,14406,2011876,291640960.0,7847,12201,266658194,102499226,101218503
8864218,165,410,1405,266449219.0,3738,115854800,14455,2021333,292645308.0,7847,12201,267569103,102501119,101219633
8917239,165,410,1405,267448209.0,3740,115908608,14513,2029219,293645301.0,7847,12201,268496458,102504747,101220803
8960063,165,410,1405,269630536.0,3765,113446736,14654,2038584,295841187.0,7847,12201,270536570,103958994,102662214
8960402,165,410,1405,269726230.0,3780,116253184,14659,2040069,330263537.0,7847,12201,270624483,104037437,102740112
8996773,165,410,1405,270654815.0,3787,116282800,14701,2044717,331286686.0,7847,12201,271469353,104039817,102741693
9026228,167,410,1405,271510772.0,3805,116636448,14749,2049712,332299092.0,7871,12177,272397935,104175816,102865751
9062675,167,410,1405,272376311.0,3823,116929856,14789,2056620,333306714.0,7871,12177,273311476,104178913,102865817
9099070,167,410,1405,273335692.0,3840,117552896,14828,2068757,334316450.0,7871,12177,274269359,104180508,102866252
9138137,167,410,1405,274272425.0,3846,117695632,14877,2074527,335338210.0,7871,12177,275217852,104182315,102867301
9179748,167,410,1405,275170751.0,3876,118186008,14918,2083668,336346159.0,7871,12177,276135751,104361213,103040977
9219451,167,410,1405,276044076.0,3898,118640536,14956,2093833,337359727.0,7871,12177,277034606,104368486,103043256
