Instructions,FullBranches,PartialBranches,NumBranches,UserTime,NumStates,MallocUsage,NumQueries,NumQueryConstructs,WallTime,CoveredInstructions,UncoveredInstructions,QueryTime,SolverTime,CexCacheTime
62134,55,179,1185,29460362.0,9,55708144,1518,134641,28974314.0,3428,14933,28161689,25878992,25783714
63394,55,179,1185,30432281.0,9,56164080,1602,149173,29980046.0,3428,14933,29087796,26875686,26773835
73113,58,178,1185,31423074.0,10,49374872,1683,162502,30989274.0,3477,14884,29985081,27864735,27733951
73938,58,178,1185,32408104.0,10,49575520,1738,166352,31999555.0,3477,14884,30927530,28833370,28696664
74368,58,178,1185,33762335.0,14,54145808,1759,169862,33362163.0,3477,14884,32259723,30181921,30043420
74378,58,178,1185,40396453.0,14,56867072,1760,170335,39999252.0,3477,14884,38893668,36818814,36680035
74485,58,178,1185,44763669.0,16,56905584,1765,171808,44390461.0,3477,14884,43276675,41209318,41069871
76057,58,178,1185,45774386.0,16,57330296,1836,186670,45401809.0,3477,14884,44215584,42023128,41877405
77152,58,178,1185,46780301.0,16,57592488,1909,199445,46407993.0,3477,14884,45144553,43025271,42872607
78322,58,178,1185,47788432.0,16,57913416,1987,213095,47416784.0,3477,14884,46076581,44029847,43870273
79447,58,178,1185,48803828.0,16,58204632,2062,226220,48432454.0,3477,14884,47014239,45041173,44874563
81890,58,178,1185,49806107.0,17,58336592,2146,233950,49435352.0,3477,14884,47967435,45574237,45403844
98010,58,178,1185,50813142.0,17,58814360,2222,244420,50442738.0,3477,14884,48901380,45870606,45671632
98955,58,178,1185,51823492.0,17,59044248,2285,255319,51453838.0,3477,14884,49832063,46877379,46669289
100065,58,178,1185,52829089.0,17,59326488,2359,268121,52459698.0,3477,14884,50754202,47878885,47663138
101205,58,178,1185,53834337.0,17,59628312,2435,281269,53465569.0,3477,14884,51671200,48880393,48657463
102360,58,178,1185,54835613.0,17,59903064,2512,294590,54467143.0,3477,14884,52586479,49877593,49647680
103380,58,178,1185,55840323.0,17,60172632,2580,306354,55472667.0,3477,14884,53500757,50870128,50633606
104355,58,178,1185,56850036.0,17,60403608,2645,317599,56482497.0,3477,14884,54431210,51875997,51632509
105360,58,178,1185,57862119.0,17,62769752,2712,329190,57495207.0,3477,14884,55364989,52884709,52633891
106395,58,178,1185,58873995.0,17,65109464,2781,341127,58507392.0,3477,14884,56291494,53892211,53633472
107445,58,178,1185,59875523.0,17,65409880,2851,353237,59509557.0,3477,14884,57208001,54890266,54624745
108390,58,178,1185,60888810.0,17,65630488,2914,364136,60523114.0,3477,14884,58139459,55899652,55627185
118781,59,177,1185,62038746.0,22,65995312,2975,374825,61673935.0,3477,14884,59146032,57022592,56704733
118811,59,177,1185,63070612.0,22,66026896,2978,376223,62706100.0,3477,14884,60157277,58041833,57723489
118821,59,177,1185,68530956.0,22,66055152,2979,376695,68169009.0,3477,14884,65617176,63504561,63186054
126746,60,179,1185,69597189.0,27,66208040,2994,382534,69237517.0,3525,14836,66606507,64339506,63989689
126766,60,179,1185,77038250.0,27,66227976,2996,383472,76716846.0,3525,14836,74080210,71818516,71468045
127860,60,179,1185,79326817.0,27,66489424,3036,392833,79005277.0,3525,14836,76333932,73904765,73550634
134157,60,179,1185,80329997.0,27,66977944,3097,406204,80019304.0,3525,14836,77253563,74679912,74301487
135192,60,179,1185,81338515.0,27,67228168,3166,418279,81027573.0,3525,14836,78187009,75684105,75298046
136302,60,179,1185,82340227.0,27,67537128,3240,431229,82029506.0,3525,14836,79112961,76682123,76288757
137397,60,179,1185,83352393.0,27,67780888,3313,444004,83041469.0,3525,14836,80043971,77689897,77289533
137891,60,179,1185,85856555.0,28,67938264,3344,449357,85551321.0,3525,14836,82519779,80197266,79793781
158314,61,178,1185,86759827.0,28,68615528,3400,464569,86558965.0,3525,14836,83369745,80754569,80276365
159394,61,178,1185,87765557.0,28,68867816,3472,477169,87566169.0,3525,14836,84296377,81757663,81272506
160534,61,178,1185,88772215.0,28,69178152,3548,490469,88578747.0,3525,14836,85226050,82766092,82273757
161674,61,178,1185,89779373.0,28,69497704,3624,503769,89591243.0,3525,14836,86156353,83774647,83275044
162799,61,178,1185,90780214.0,28,69752056,3699,516894,90593508.0,3525,14836,87068686,84761242,84254860
163924,61,178,1185,91776350.0,28,70061704,3774,530019,91597154.0,3525,14836,87990276,85760873,85247432
165049,61,178,1185,92787300.0,28,70343704,3849,543144,92608258.0,3525,14836,88913713,86767671,86247251
166114,61,178,1185,93793153.0,28,70613736,3920,555569,93615349.0,3525,14836,89823849,87757332,87229978
167209,61,178,1185,94796640.0,28,70903576,3993,568344,94622606.0,3525,14836,90744937,88760417,88225587
169906,70,217,1185,96040822.0,48,68423936,4103,575730,95866969.0,4079,14282,91912635,89969673,89424170
170956,70,217,1185,97052055.0,47,71703984,4173,587980,96878590.0,4079,14282,92840310,90977238,90424464
172036,70,217,1185,98053745.0,47,71983920,4245,600580,97881375.0,4079,14282,93758416,91976219,91416161
173176,70,217,1185,99059985.0,47,72285040,4321,613880,98893413.0,4079,14282,94680346,92984152,92415995
174316,70,217,1185,100060078.0,47,72558512,4397,627180,99894935.0,4079,14282,95593935,93981191,93406050
175426,70,217,1185,101056115.0,47,72849040,4471,640130,100900261.0,4079,14282,96493563,94969445,94387040
176551,70,217,1185,102055328.0,47,73149472,4546,653255,101901925.0,4079,14282,97402432,95967031,95376968
177691,70,217,1185,103065863.0,47,73432160,4622,666555,102912484.0,4079,14282,98319164,96973110,96375649
178846,70,217,1185,104074272.0,47,73733968,4699,680030,103921418.0,4079,14282,99233048,97977816,97372872
189381,70,217,1185,105280884.0,51,74149512,4770,692591,105130173.0,4079,14282,100286379,99159547,98507391
189411,70,217,1185,106594205.0,51,74162072,4773,693989,106443450.0,4079,14282,101591937,100472613,99819977
189421,70,217,1185,112794025.0,51,74181000,4774,694461,112675859.0,4079,14282,107821358,106704844,106052053
189959,70,217,1185,115598152.0,52,74214416,4789,700368,115479620.0,4079,14282,110602511,109264973,108611552
209403,70,217,1185,116752081.0,56,74620752,4803,706214,116633854.0,4079,14282,111627155,110186192,109455763
209423,70,217,1185,122407306.0,56,74622592,4805,707154,122290930.0,4079,14282,117279026,115843009,115112273
210694,70,217,1185,123412187.0,56,74803960,4869,721038,123300622.0,4079,14282,118212763,116643977,115906936
211729,70,217,1185,124418365.0,56,75081832,4938,733113,124306661.0,4079,14282,119104923,117620577,116876872
212809,70,217,1185,125426955.0,56,75352616,5010,745713,125315065.0,4079,14282,120023668,118624244,117873442
213874,70,217,1185,126425382.0,56,79301880,5081,758138,126316987.0,4079,14282,120935850,119622175,118864194
214879,70,217,1185,127431036.0,56,84260104,5148,769863,127322454.0,4079,14282,121856521,120622871,119858030
215914,70,217,1185,128431592.0,56,84547192,5217,781938,128322876.0,4079,14282,122769034,121618305,120845642
216964,70,217,1185,129439642.0,56,84807320,5287,794188,129330715.0,4079,14282,123689360,122621986,121842551
217954,70,217,1185,130445225.0,56,85073912,5353,805738,130336223.0,4079,14282,124610095,123623379,122837086
218959,70,217,1185,131457349.0,56,85331976,5420,817463,131351626.0,4079,14282,125538024,124634517,123840591
219126,70,217,1185,133166094.0,56,85345352,5432,819491,133060075.0,4079,14282,127232490,126342203,125546945
239035,74,219,1185,134733171.0,62,83092856,5555,830368,134629499.0,4318,14043,128613476,127443687,126568740
262668,99,334,1185,135740190.0,83,80150944,5603,845997,135653170.0,6159,12202,129511580,127848629,126926618
272523,104,340,1185,136784733.0,83,80342184,5657,858405,136699074.0,6224,12137,130458463,128621965,127694048
275272,104,340,1185,137766738.0,84,80369256,5722,865111,137708279.0,6224,12137,131437085,128640686,127712219
292179,104,340,1185,138773834.0,84,80570072,5784,877954,138719437.0,6226,12135,132424072,128641528,127712219
315000,105,340,1185,139769453.0,85,81025384,5844,889929,139726992.0,6230,12131,133331560,128775146,127795732
343956,105,340,1185,140818947.0,93,81400752,5918,898422,140791351.0,6232,12129,134363081,128794354,127814117
376154,108,343,1185,141831952.0,105,82083584,5952,913347,141804396.0,6295,12066,135323603,128816785,127827024
427715,110,341,1185,142880296.0,114,82799264,5990,931187,142867199.0,6301,12060,136169865,129174105,128050016
429382,110,341,1185,144461712.0,116,86752440,6013,937872,144467959.0,6301,12060,137732611,130665601,129531675
429392,110,341,1185,148155360.0,116,89427480,6014,938191,148183598.0,6301,12060,141444961,134380586,133245929
448317,118,344,1185,150452775.0,121,86831256,6029,943547,150498635.0,6393,11968,143679269,136452087,135284558
448432,118,347,1185,153556732.0,122,89890840,6032,944188,153613461.0,6438,11923,146788256,139566384,138397874
448462,118,347,1185,155116790.0,122,86870632,6033,944420,155200381.0,6438,11923,148352487,141132829,139963877
448672,118,347,1185,156158237.0,123,90187832,6047,948214,156241841.0,6438,11923,149355043,142172112,141000522
448822,118,347,1185,157155009.0,123,90241592,6057,950924,157246649.0,6438,11923,150327442,143175869,142002757
449557,118,347,1185,158156187.0,123,90422488,6106,959499,158261434.0,6438,11923,151261333,144186580,143006918
450472,118,347,1185,159125927.0,123,90657992,6167,970174,159261963.0,6438,11923,152161452,145167350,143980339
451432,118,347,1185,160123233.0,123,90895560,6231,981374,160266549.0,6438,11923,153079304,146168124,144974749
452407,118,347,1185,161136138.0,123,91170680,6296,992749,161280095.0,6438,11923,153998418,147177559,145977237
453412,118,347,1185,162138735.0,123,91410312,6363,1004474,162283771.0,6438,11923,154911715,148177048,146969417
454432,118,347,1185,163146828.0,123,91669064,6431,1016374,163292327.0,6438,11923,155825083,149181443,147966968
455497,118,347,1185,164148189.0,123,91948312,6502,1028799,164297753.0,6438,11923,156736709,150182627,148961046
456532,118,347,1185,165149728.0,123,92226184,6571,1040874,165303825.0,6438,11923,157648379,151184852,149956572
463525,118,347,1185,166149404.0,122,92469344,6636,1052477,166303921.0,6438,11923,158526251,152134967,150876640
501586,119,346,1185,167203365.0,127,93195480,6659,1060236,167369877.0,6440,11921,159410743,152900523,151545514
501721,119,346,1185,168267101.0,127,93220824,6668,1062675,168456695.0,6440,11921,160461606,153985905,152628033
501886,119,346,1185,169384746.0,127,93284568,6679,1065656,169584159.0,6440,11921,161539091,155098556,153738889
503057,119,346,1185,170382918.0,128,93269336,6707,1068227,170595421.0,6440,11921,162517856,155830811,154469985
519893,122,348,1185,171415808.0,133,93587296,6784,1072802,171658293.0,6490,11871,163498282,155907798,154513917
521578,122,348,1185,172468676.0,135,93879128,6798,1077902,172715801.0,6490,11871,164513091,156750650,155344204
521743,122,348,1185,173489764.0,135,93906008,6809,1080883,173741746.0,6490,11871,165500751,157774749,156365633
521938,122,348,1185,174580207.0,135,93962072,6822,1084406,174832701.0,6490,11871,166551034,158864525,157453557
522737,122,348,1185,175580326.0,135,94142440,6873,1093523,175833312.0,6490,11871,167445000,159861680,158445674
523607,122,348,1185,176589972.0,135,94378600,6931,1103557,176843874.0,6490,11871,168328254,160868411,159446136
524402,122,348,1185,177584048.0,135,94575016,6984,1112726,177854384.0,6490,11871,169214962,161874932,160446738
525257,122,348,1185,178595632.0,135,94764520,7041,1122587,178869717.0,6490,11871,170099092,162886215,161450966
526157,122,348,1185,179597299.0,135,94983400,7101,1132967,179875885.0,6490,11871,170970079,163878413,162436684
526937,122,348,1185,180602625.0,135,95197672,7153,1141963,180889962.0,6490,11871,171848534,164888549,163440209
527777,122,348,1185,181605961.0,135,95423464,7209,1151651,181893159.0,6490,11871,172720915,165887728,164432970
528617,122,348,1185,182617938.0,135,95621608,7265,1161339,182905751.0,6490,11871,173606559,166896414,165435711
529532,122,348,1185,183611046.0,135,95831848,7326,1171892,183907592.0,6490,11871,174476233,167894266,166427112
549726,123,348,1185,184753155.0,136,96192448,7361,1184689,185070375.0,6495,11866,175574633,168458250,166984407
549746,123,348,1185,189299366.0,136,96203264,7363,1185315,189649004.0,6495,11866,180149313,173036602,171562423
570863,123,348,1185,190338154.0,152,93834208,7392,1198497,190705228.0,6495,11866,181083478,173709233,172184419
571133,123,348,1185,191380771.0,152,93875680,7410,1203285,191747719.0,6495,11866,182096512,174750492,173223571
571388,123,348,1185,192410295.0,152,93980896,7427,1207807,192778437.0,6495,11866,183098511,175779925,174250981
571643,123,348,1185,193451738.0,152,94021600,7444,1212329,193819739.0,6495,11866,184113640,176820084,175289099
571883,123,348,1185,194453497.0,152,94089184,7460,1216585,194826155.0,6495,11866,185093516,177825281,176291976
572138,123,348,1185,195459430.0,152,94166752,7477,1221107,195832296.0,6495,11866,186073549,178830240,177294918
572393,123,348,1185,196462757.0,152,94207456,7494,1225629,196839869.0,6495,11866,187053836,179836393,178298902
572648,123,348,1185,197490536.0,152,94294240,7511,1230151,197867732.0,6495,11866,188055261,180863073,179323643
572903,123,348,1185,198516683.0,152,94371808,7528,1234673,198894785.0,6495,11866,189054783,181888689,180346837
585030,123,348,1185,199515876.0,153,94558736,7583,1244711,199898620.0,6495,11866,189942354,182864599,181316650
585990,123,348,1185,200519046.0,153,94789136,7647,1255783,200906769.0,6495,11866,190807185,183859213,182304798
587010,123,348,1185,201525070.0,153,95049488,7715,1267547,201917275.0,6495,11866,191680622,184865823,183304095
588030,123,348,1185,202526028.0,153,95309840,7783,1279311,202922174.0,6495,11866,192549188,185866804,184298779
589035,123,348,1185,203526036.0,153,95560400,7850,1290902,203922727.0,6495,11866,193414222,186863404,185287680
590040,123,348,1185,204526499.0,153,95810960,7917,1302493,204923850.0,6495,11866,194285616,187860880,186278794
591060,123,348,1185,205536314.0,153,96089744,7985,1314257,205938282.0,6495,11866,195166483,188871227,187282596
592020,123,348,1185,206539190.0,153,96310928,8049,1325329,206942143.0,6495,11866,196041327,189871403,188276088
592995,123,348,1185,207553118.0,153,96551120,8114,1336574,207956513.0,6495,11866,196922013,190882076,189279321
603971,123,348,1185,208555668.0,153,96800528,8179,1347819,208959254.0,6495,11866,197789867,191876912,190267826
604931,123,348,1185,209558397.0,153,97030928,8243,1358891,209962300.0,6495,11866,198663438,192876172,191260316
605861,123,348,1185,210554899.0,153,97260176,8305,1369617,210972363.0,6495,11866,199531078,193870604,192247995
606821,123,348,1185,211563470.0,153,97518224,8369,1380689,211985602.0,6495,11866,200410811,194879928,193250573
607796,123,348,1185,212563190.0,153,97739984,8434,1391934,212985976.0,6495,11866,201276843,195876388,194240354
608756,123,348,1185,213569947.0,153,98016464,8498,1403006,213997845.0,6495,11866,202151595,196883955,195240916
609506,123,348,1185,214591375.0,153,98201936,8548,1411656,215019855.0,6495,11866,203028320,197885060,196235874
610451,123,348,1185,215595211.0,153,98413328,8611,1422555,216024488.0,6495,11866,203894910,198885664,197230146
611426,123,348,1185,216603072.0,153,98662736,8676,1433800,217032687.0,6495,11866,204766495,199890102,198227933
612804,123,348,1185,221442286.0,152,99136824,8683,1435875,221890009.0,6495,11866,209613246,204725731,203063013
661646,123,348,1185,222434204.0,181,96109912,8733,1453300,222890637.0,6497,11864,210481946,204985565,203276482
662516,123,348,1185,223433259.0,181,96275592,8791,1457360,223894479.0,6497,11864,211457188,205984230,204268338
663386,123,348,1185,224422072.0,181,96505784,8849,1461420,224896958.0,6497,11864,212430217,206981916,205258751
664470,123,348,1185,225436928.0,181,96742288,8910,1465626,225912479.0,6497,11864,213414083,207992085,206262118
665355,123,348,1185,226437298.0,181,96962952,8969,1469756,226913481.0,6497,11864,214384646,208988074,207250767
666420,123,348,1185,227443974.0,181,97177376,9028,1473822,227921169.0,6497,11864,215361756,209990418,208246607
673591,123,348,1185,228507668.0,196,97990944,9135,1479344,228985660.0,6499,11862,216357471,210916060,209163030
686172,125,346,1185,229503215.0,201,98559744,9191,1499701,229994427.0,6510,11851,217255213,211354632,209554738
734687,126,345,1185,230494644.0,225,99304368,9236,1513748,230994462.0,6510,11851,217940169,211869304,209886163
757974,127,354,1185,232344422.0,226,101055800,9364,1539568,232857929.0,6610,11751,219574879,213138194,211078838
768234,127,354,1185,233338525.0,226,101345528,9416,1555323,233869164.0,6610,11751,220489947,213605513,211538585
769194,127,354,1185,234344627.0,226,101575928,9480,1566395,234879817.0,6610,11751,221362425,214612128,212538013
770004,127,354,1185,235325847.0,226,101782136,9534,1575737,235882289.0,6610,11751,222230661,215610734,213530356
770889,127,354,1185,236324781.0,226,102009656,9593,1585944,236889133.0,6610,11751,223099384,216613104,214526301
771849,127,354,1185,237328791.0,226,102249272,9657,1597016,237898345.0,6610,11751,223960248,217617307,215520675
772749,127,354,1185,238333324.0,226,102486584,9717,1607396,238909102.0,6610,11751,224828623,218624519,216520230
773664,127,354,1185,239325092.0,226,102687608,9778,1617949,239914453.0,6610,11751,225695328,219626090,217515214
774594,127,354,1185,240321770.0,226,102944504,9840,1628675,240919792.0,6610,11751,226559286,220627357,218510282
775494,127,354,1185,241316001.0,226,103172600,9900,1639055,241919881.0,6610,11751,227414069,221623448,219500307
796161,128,354,1185,242329524.0,230,100322392,9956,1655911,242938977.0,6612,11749,228314119,222195340,220060542
805984,129,356,1185,243429675.0,245,106567744,9985,1683218,244044599.0,6635,11726,229324698,222669439,220513091
806004,129,356,1185,248312141.0,245,110690672,9987,1683852,248990560.0,6635,11726,234244792,227594393,225437669
860121,130,361,1185,249326290.0,265,111411392,10038,1700316,250028196.0,6681,11680,235119160,227815516,225577825
867515,130,361,1185,250329606.0,266,105112024,10096,1704761,251044409.0,6681,11680,236093298,228810052,226561719
868310,130,361,1185,251317953.0,266,105311408,10149,1708471,252046210.0,6681,11680,237065116,229806898,227552758
869259,130,361,1185,252332300.0,266,105509584,10201,1712047,253062431.0,6681,11680,238052161,230817975,228557580
869949,130,361,1185,253342515.0,266,105686112,10247,1715267,254073433.0,6681,11680,239023873,231811334,229544668
870834,130,361,1185,254344357.0,266,105880072,10306,1719397,255078822.0,6681,11680,240000833,232812091,230538858
891201,130,361,1185,255345621.0,275,107811048,10359,1727443,256085375.0,6681,11680,240917107,233539159,231227925
973014,132,359,1185,256341333.0,288,111073328,10399,1743828,257085363.0,6681,11680,241586864,233771825,231261372
977909,132,359,1185,257344927.0,323,119864496,10458,1757339,258098417.0,6681,11680,242472213,234535312,232002296
978884,132,359,1185,258344719.0,323,125391712,10523,1768714,259106894.0,6681,11680,243371631,235539494,232999431
979889,132,359,1185,259353054.0,323,125631344,10590,1780439,260115176.0,6681,11680,244273105,236543356,233996184
980935,132,359,1185,260352747.0,323,125918512,10659,1792514,261115184.0,6681,11680,245165030,237539024,234984764
981794,132,359,1185,261353459.0,323,126142656,10717,1802664,262115931.0,6681,11680,246066462,238535751,235974917
982814,132,359,1185,262367123.0,323,126382976,10785,1814564,263130780.0,6681,11680,246972449,239546413,236978794
983774,132,359,1185,263361823.0,323,126657408,10849,1825764,264133289.0,6681,11680,247855580,240532595,237956982
984779,132,359,1185,264365694.0,323,126887824,10916,1837489,265137312.0,6681,11680,248765280,241532110,238949382
985889,132,359,1185,265377456.0,323,127196784,10990,1850439,266148851.0,6681,11680,249691233,242539407,239949329
996415,133,358,1185,266382860.0,338,128392736,11048,1871772,267162445.0,6681,11680,250608429,243076213,240472218
997390,133,358,1185,267382783.0,338,128605280,11113,1883017,268162470.0,6681,11680,251452474,244072700,241461775
998380,133,358,1185,268391629.0,338,128855264,11179,1894435,269171437.0,6681,11680,252316404,245077967,242460464
999370,133,358,1185,269396504.0,338,129123680,11245,1905853,270176110.0,6681,11680,253188758,246078903,243454898
1000376,133,358,1185,270395986.0,338,129346592,11312,1917444,271176118.0,6681,11680,254051067,247075325,244444418
1001365,133,358,1185,271394244.0,338,129615008,11378,1928862,272178331.0,6681,11680,254914479,248073749,245434119
1002355,133,358,1185,272405850.0,338,129864992,11444,1940280,273190257.0,6681,11680,255787499,249081229,246435218
1003270,133,358,1185,273416850.0,338,130084448,11505,1950833,274205172.0,6681,11680,256649701,250082068,247429497
1004200,133,358,1185,274422946.0,338,130395616,11567,1961559,275215599.0,6681,11680,257495356,251076967,248417090
1013463,133,358,1185,275449587.0,353,131042080,11625,1981261,276246364.0,6681,11680,258400490,251695478,249022896
1026946,133,358,1185,278055006.0,359,134735408,11635,1985247,278898435.0,6681,11680,260985443,254231118,251516029
1065041,133,358,1185,279035984.0,360,135724016,11670,2020426,279900755.0,6681,11680,261874674,254292207,251518677
1094684,134,357,1185,280040139.0,364,132372304,11713,2036529,280912937.0,6681,11680,262758630,254536715,251690934
1095509,134,357,1185,281045965.0,364,132587352,11768,2040379,281922921.0,6681,11680,263736253,255542289,252690261
1096364,134,357,1185,282059418.0,364,132769440,11825,2044369,282936225.0,6681,11680,264709341,256550829,253692398
1096764,134,357,1185,283373706.0,368,136889424,11843,2047722,284250816.0,6681,11680,266004465,257863299,255002902
1096774,134,357,1185,290138020.0,368,139739936,11844,2048195,291056760.0,6681,11680,272794978,264656605,261796008
1137125,134,358,1185,291189645.0,384,134360296,11893,2070914,292116072.0,6687,11674,273704664,264818810,261870807
1176363,137,360,1185,292188962.0,390,134735416,11940,2090452,293123828.0,6820,11541,274616248,264903588,261916695
1205522,138,359,1185,293155484.0,395,135554944,11988,2110582,294123843.0,6822,11539,275478232,265022260,261957084
1248582,138,359,1185,294161236.0,394,136131928,12032,2130369,295146373.0,6822,11539,276390856,265081595,261957228
1310589,138,359,1185,295193589.0,417,136953584,12078,2150305,296195266.0,6822,11539,277208658,265238288,261997860
1339705,138,359,1185,296185336.0,421,134477000,12129,2172813,297195324.0,6822,11539,278080418,265324570,262017051
1398328,138,359,1185,297181289.0,443,139180864,12164,2198139,298195386.0,6822,11539,278818185,265493918,262023941
1425908,138,359,1185,298318876.0,474,141762936,12201,2220104,299334322.0,6822,11539,279865794,265953788,262444121
1425918,138,359,1185,301672456.0,474,143173448,12202,2220419,302691174.0,6822,11539,283220894,269310458,265800665
1466840,138,359,1185,302667989.0,493,144401544,12251,2246675,303703001.0,6822,11539,284165265,269378649,265850834
1467905,138,359,1185,303675679.0,493,144662360,12322,2259100,304710447.0,6822,11539,285088253,270381706,266846054
1468985,138,359,1185,304678447.0,493,144969944,12394,2271700,305713344.0,6822,11539,285994629,271368300,267825669
1470050,138,359,1185,305680768.0,493,145212328,12465,2284125,306719689.0,6822,11539,286900215,272360169,268810643
1471100,138,359,1185,306685018.0,493,145527752,12535,2296375,307728962.0,6822,11539,287806821,273365066,269808557
1472150,138,359,1185,307691080.0,493,145741800,12605,2308625,308738854.0,6822,11539,288700920,274370232,270806948
1472778,138,361,1185,308695477.0,523,143323880,12675,2312576,309743465.0,6884,11477,289652368,275368631,271797143
1473317,138,361,1185,309714829.0,578,144081560,12752,2313016,310762606.0,6884,11477,290642540,276379829,272797316
1473856,138,361,1185,310766932.0,633,144850088,12829,2313456,311814840.0,6884,11477,291664375,277423209,273827978
1474395,138,361,1185,311875458.0,688,145620792,12906,2313896,312927057.0,6884,11477,292743696,278526239,274917060
1474885,138,361,1185,312959370.0,738,146328216,12976,2314296,314011091.0,6884,11477,293792483,279601589,275977453
1497295,138,361,1185,314018154.0,983,150118904,13027,2334831,315077700.0,6894,11467,294706695,280048818,276341128
1497834,138,361,1185,315093557.0,1038,150916552,13104,2335271,316157295.0,6894,11467,295749628,281118619,277393413
1498324,138,361,1185,316198882.0,1088,151643432,13174,2335671,317262419.0,6894,11467,296804817,282200999,278457332
1498814,138,361,1185,317237958.0,1138,152372360,13244,2336071,318301839.0,6894,11467,297806316,283229244,279467633
1499353,138,361,1185,318305883.0,1193,153176152,13321,2336511,319378738.0,6894,11467,298842067,284294375,280512544
1499843,138,361,1185,319355998.0,1243,153908920,13391,2336911,320428616.0,6894,11467,299851515,285333127,281530770
1500333,138,361,1185,320391407.0,1293,154661144,13461,2337311,321468192.0,6894,11467,300848969,286360620,282536866
1500872,138,361,1185,321476458.0,1348,155515624,13538,2337751,322553020.0,6894,11467,301884524,287430557,283581492
1501411,138,361,1185,322549074.0,1403,156372152,13615,2338191,323625738.0,6894,11467,302908957,288488840,284614782
1501901,138,361,1185,323639735.0,1453,157152024,13685,2338591,324716133.0,6894,11467,303949218,289565069,285664212
1518524,138,361,1185,324662420.0,2128,167004984,13734,2338871,325742547.0,6894,11467,304632621,290448343,286353498
1519063,138,361,1185,325707450.0,2183,167866120,13811,2339311,326787363.0,6894,11467,305625748,291478685,287356221
1519602,138,361,1185,326758274.0,2238,168729048,13888,2339751,327838434.0,6894,11467,306614015,292504508,288353994
1520141,138,361,1185,327788825.0,2293,169594536,13965,2340191,328868739.0,6894,11467,307589564,293519193,289339071
1520680,138,361,1185,328827770.0,2348,170464120,14042,2340631,329907788.0,6894,11467,308572306,294540831,290330965
1521219,138,361,1185,329875565.0,2403,171338312,14119,2341071,330955370.0,6894,11467,309561687,295570558,291329692
1521758,138,361,1185,330941361.0,2458,172212504,14196,2341511,332021265.0,6894,11467,310566736,296618060,292344320
1538314,139,361,1185,332000790.0,3124,178986744,14240,2341825,333084256.0,6901,11460,311162347,297484493,292946392
1538853,139,361,1185,333023394.0,3179,179898824,14317,2342265,334106991.0,6901,11460,312118698,298488176,293912176
1539392,139,361,1185,334086649.0,3234,180868760,14394,2342705,335170017.0,6901,11460,313111214,299531271,294914011
1539931,139,361,1185,335099842.0,3289,181838696,14471,2343145,336183336.0,6901,11460,314048523,300515220,295860415
1540470,139,361,1185,336106945.0,3344,182810168,14548,2343585,337190191.0,6901,11460,314987592,301502207,296807859
1540960,139,361,1185,337121725.0,3394,183697048,14618,2343985,338209462.0,6901,11460,315931559,302493085,297760273
1541499,139,361,1185,338198795.0,3449,184672616,14695,2344425,339286390.0,6901,11460,316932267,303546743,298769774
